name,description,ingredients,url
Easy Pandan Sticky Rice (Xôi Lá Dứa) in Under 1 Hour,"Pandan Sticky Rice (Xôi Lá Dứa)is a beloved Vietnamese street food, celebrated for its eye-catching green hue and enchanting pandan fragrance. While the traditional method involves hours of soaking to achieve the ideal sticky texture, my handy tip allows you to whip up this delightful dish in less than an hour—no waiting required!","2½ cup sticky rice (shor-grain or long-grain) (about 500g)
1½ oz pandan leaves (about 45g)
⅔ cup water (about 150ml)
1¼ cup coconut milk (full-fat) (about 300ml)
1 tsp salt
1 tbsp granulated sugar
⅛ tsp pandan flavor (optional)
Shredded coconut
2 tbsp roasted sesame seeds
4 tbsp roasted peanuts
3 tbsp granulated sugar
½ tbsp roasted salt (roasting the salt helps preserve the sprinkles longer)",https://savourthepho.com/pandan-sticky-rice/
Bạc Xỉu (The Iconic Saigon’s White Coffee),"Bạc Xỉu, the beloved coffee concoction of Saigon (Ho Chi Minh City), owes its origins to the vibrant mix of French, Vietnamese, and Chinese cultures. With its gentle coffee flavor, it's a delightful choice for all palates.","½ shot Vietnamese coffee (30ml)
2 tbsp condensed milk (30ml)
½ cup fresh milk (125ml)
Ice cubes (or crushed ice) (to your taste)",https://savourthepho.com/bac-xiu-saigon-white-coffee/
Mắm Chưng (Vietnamese Steamed Egg Meatloaf With Salted Fish),"Mắm Chưng, originating from the Mekong Delta Region, is truly my comfort food—this delightful egg meatloaf infused with salted fish is indeed a rice thief.","0.7 pound ground pork (320g)
5 oz boneless salted snakehead fish (140g) (if using just one type of salted fish, use 7oz/200g in total)
2 oz ground salted gouramy fish (60g) (if using just one type of salted fish, use 7oz/200g in total)
6 eggs (separating 2 egg yolks to make the yellow top layer)
½ tbsp sugar
½ tsp MSG (optional)
½ tbsp ground pepper
1 sprig scallion (seperating the white and green parts then finely chop)
1 shallot
1 big clove garlic
2 small slices ginger (7g)
1 tbsp annatto oil (or cooking oil)
2 tbsp cooking oil (to sauté the aromatics)",https://savourthepho.com/mam-chung/
30-Minute Bánh Bột Lọc (Vietnamese Tapioca Dumplings),"Bánh Bột Lọc(Vietnamese tapioca dumplings) is a cherished specialty from Central Vietnam. While traditionally time-consuming to prepare, this simplified method, inspired by Vietnamese home cooks, makes it much easier while still capturing the delightful aroma of banana leaves.","180 g tapioca starch
20 g glutinous rice flour (or substitute with wheat flour, potato starch, or extra tapioca starch)
150 ml room-temperature water
175 ml boiling water
Banana leaves
⅓ lb shrimp (peeled, deveined, and diced)
⅓ lb pork belly (thinly sliced)
¼ tsp chicken bouillon powder
½ tbsp fish sauce
¼ tsp granulated sugar
1 tsp paprika powder
½ tbsp minced shallots (or white parts of scallions)
1 tbsp cooking oil
2 tbsp fish sauce
2 tbsp granulated sugar
4 tbsp water
1 tsp rice vinegar or lime juice
chili slices (to taste)
½ cup chopped scallions
½ tsp salt
¼ cup cooking oil",https://savourthepho.com/banh-bot-loc/
No-Fail Pandan Honeycomb Cake (Banh Bo Nuong),"If you loveVietnamese pandan honeycomb cake(Bánh Bò Nướng Lá Dứa) and want to give making it a try, this recipe is just what you need. It's one of the desserts I'm most proud of crafting!","200 g tapioca starch
10 g all-purpose flour (or rice flour or tapioca starch)
5 eggs (Size M)
170 g coconut milk (full-fat)
170 g granulated sugar
10 g melted coconut oil (or melted butter) (about ⅔ tbsp)
30 g luke warm water (100–110°F/38–43°C)
3 g baking powder (⅔ tsp)
3 g instant yeast (active dry yeast) (1 tsp)
¼ tsp salt
7 pandan leaves (fresh or defrosted) (You can use either pandan leaves, pandan extract, or both.)
¼ tsp pandan flavoring extract
½ tsp vanilla extract (optional)",https://savourthepho.com/vietnamese-pandan-honeycomb-cake/
Sườn Ram Mặn | Sườn Kho (Vietnamese Caramelized Pork Ribs),Sườn Ram Mặn (Caramelized Pork Ribs)is a beloved staple in Vietnamese home cooking. It's super easy to make and pairs perfectly with a big bowl of steamed rice—you might find yourself going back for seconds!,"1 pound pork ribs (spare ribs, baby ribs) (450g)
Shallots (or ginger, scallions) (for parboiling)
1 tbsp fish sauce (to your taste)
½ tbsp soy sauce (to your taste)
½ tbsp sugar (to your taste)
½ tbsp Sriracha chili sauce (to your taste)
1 tbsp oyster sauce (to your taste)
1 tbsp minced shallots (for the marinade)
1 tbsp minced garlic (for the marinade)
½ tbsp cooking oil
Vietnamese Caramel Sauce (Molasses/Dark Soy Sauce) (optional, just for the color)
Coconut water (optional, you could use normal water, Coco Rico, Coke or 7-UP)",https://savourthepho.com/vietnamese-caramelized-pork-ribs/
Bánh Bột Chiên Hack (15 minutes),"Bánh Bột Chiên (fried rice cakes with eggs)is a popular Saigon street food. Instead of making rice cakes from scratch, I've found an ingredient that lets you prepare this favorite dish in just 15 minutes.","1 cup Korean rice cakes (about 120g) (fresh, refrigerated or frozen)
1 tsp Dark Soy Sauce (or Regular Soy sauce)
2 eggs
½ sprig chopped scallions
1 tbsp soy sauce
1 tbsp sugar
½ tbsp rice vinegar
1 tsp Sriracha (or minced chili) (to your taste)
Đồ Chua (pickled carrots and daikon) (or julienned carrots and green papaya / daikon)
Cooking oil",https://savourthepho.com/banh-bot-chien-hack/
Vietnamese Mung Bean Cake (Bánh Đậu Xanh Nướng),"ThisVietnamese Baked Mung Bean Cake (Bánh Đậu Xanh Nướng)is an easy homemade treat that offers a creamy, smooth, and sweet richness in every bite. It captures the essence of traditional Vietnamese flavors and evokes a comforting sense of nostalgia.","2 cups dried peeled mung beans (400g)
1 can coconut milk (400ml/13.5 fl oz)
1 cup whipping cream/heavy cream (250ml)(substitute with coconut milk if making a vegan version)
2 tbsp melted butter
2 cup granulated sugar (350g)
4 tbsp sweetened condensed milk
1 cup all-purpose flour (140g)
2 tbsp cornstarch
2 tbsp glutinous rice flour (can be substituted with cornstarch)
2 tsp vanilla extract
¼ tsp salt",https://savourthepho.com/vietnamese-mung-bean-cake/
Vietnamese Avocado Popsicles (3 ingredients),TheseVietnamese-inspired avocado popsiclesare a cinch to make and can be veganized effortlessly with only three ingredients.,"4 small Hass avocados (ripe)
5 tbsp sweetened condensed milk (to your taste)
⅙ cup coconut cream (40ml) (or regular milk or water)",https://savourthepho.com/vietnamese-avocado-popsicles/
Hainanese Chicken Rice – Vietnam-Style!,"Cơm Gà Hải Nam, a spin on Hainanese chicken rice in Vietnam, highlights succulent poached chicken, fragrant rice cooked in chicken broth, and a distinctive zesty ginger fish sauce. Surely to satisfy you","2 chicken leg quarters
2 cup water (500ml) (just enough to cover the chicken in the pot)
1 onion (quartered)
1 stalk lemongrass (slightly pounded)
1 large piece ginger (3inch or 7cm) (sliced)
2 Kaffir leaves
½ tbsp turmeric powder
½ tsp Salt (adjust to taste)
1 tsp Chicken powder (adjust to taste)
3 tbsp cooking oil
¼ tsp turmeric powder (for cooking rice)
3 tbsp fish sauce
2½ tbsp sugar
2 tbsp chicken broth (or water)
½ tsp vinegar
2 slice ginger (15g) (minced)
1 Thai Bird's eye chili (minced)
Sautéed scallion stem (saved from sautéing the rice)",https://savourthepho.com/com-ga-hai-nam/
Bánh Cuốn (Vietnamese Steamed Rice Rolls),"Bánh Cuốn and Bánh Ướtare breakfast staples in Vietnam. They are steamed rice rolls stuffed with minced pork and mushrooms, then served with a delicious dipping fish sauce! Making Bánh Cuốn at home is much easier than you think.","250 g rice flour (or rice starch) (around 2¼ cup)
120 g tapioca starch (around 1 cup)
30 g potato starch (around 2.5 tbsp) (You could use cornstarch or tapioca starch but I highly recommend potato starch)
1.1 liter water (around 4⅖ cup) (You could reduce it to 1 liter / 4 cup)
½ tsp salt
½ tbsp cooking oil
0.7 pound ground pork (320g)
1/8 cup dried & pre-sliced wood ear Mushrooms (15g)
1 shallot
½ bulb onion
1 tbsp fish sauce (to your taste)
⅓ tbsp ground pepper (to your taste)
1 cup fish sauce (to your taste)
1 cup sugar (to your taste)
3 cup water
¾ tbsp lime / lemon juice or vinegar (5%) (to your taste)
Chili (minced) (to your taste)
Chả Lụa (sliced) (optional)
Bean Sprouts (blanched)
Cucumber (cut into matchsticks)
Fried Shallots
Herbs (Thai basil, Vietnamese coriander…)",https://savourthepho.com/banh-cuon-banh-uot/
Corn Milk (Vietnamese Sữa Bắp),"Sweet, creamy, and fragrant,Vietnamese Corn Milk (Sữa Bắp)is a comforting drink made from fresh corn and pandan—perfect warm or chilled over ice.","2 ears yellow sweet corn
4 cup water (1 liter)
3 pandan leaves
1⅔ cup milk (about 14 fl oz/400ml)
3 tbsp sweetened condensed milk (40g)
1½ tbsp granulated sugar (20g)
1 pinch salt",https://savourthepho.com/sua-bap-recipe/
Kem Chuối (Vietnamese Banana Coconut Ice Cream),"Kem Chuối (Banana Ice Cream)brings back childhood memories for every Vietnamese kid. It's super simple to make at home with basic ingredients—no churning, ice cream molds, or eggs needed—and can easily be veganized.","1 can coconut milk (13.5oz/400ml) (>15% fat)
⅔ cup sweetened condensed milk (150g) (to your taste)
4-5 Thai bananas (or 2-3 American bananas)
½ cup yogurt (100g)
1 wedge Laughing Cow Cheese (optional)
¼ tsp salt
3 tbsp tapioca starch (or cornstarch)
1 cup shredded coconut
½ cup lightly crush roasted peanuts",https://savourthepho.com/vietnamese-kem-chuoi/
Authentic Egg Coffee (Cà Phê Trứng),Cà Phê Trứng (Egg Coffee)is a must-try delicacy in Hanoi. The luscious and creamy egg froth paired with Vietnamese coffee is sure to impress you.,"2 egg yolks
1 tbsp condensed milk (or honey)
2 shots Vietnamese coffee (or Espresso, 60ml)
½ tsp vanilla extract (or Rum liquor)",https://savourthepho.com/vietnamese-egg-coffee/
Vietnamese Lemongrass Chicken (Gà Nướng Xả),"Vietnamese Lemongrass Chickenis both delicious and simple to make, ideal for quick dinners or gatherings. Plus, my recipe ensures no awkward lemongrass lumps.","1.1 lb deboned chicken thighs (chicken legs) (500g)
1 stalk lemongrass
1 big clove garlic
1 sprig scallion
3 tbsp water
1 tbsp fish sauce (to your taste)
1 tbsp soy sauce (to your taste)
2 tbsp brown sugar (or honey) (to your taste)
1 tbsp coconut milk (or cooking oil)
Rice noodles (recommended)
Vietnamese dipping fish sauce (Nước Chấm) (recommended)
Vietnamese pickled daikon and carrots (Đồ Chua) (recommended)
Thinly sliced leafy salad (recommended)
Chopped roasted peanuts (optional)
Vietnamese scallion oil (optional)
Thinly-sliced cucumber (optional)
Mung bean sprouts (optional)",https://savourthepho.com/air-fryer-vietnamese-lemongrass-chicken-recipe/
Soft & Fluffy Pandan Chiffon Cake (with Real Pandan),"Pandan chiffon cakeis a Southeast Asian favorite, loved for its light, airy texture and fragrant pandan aroma. This recipe offers two versions: one delicate and airy, ideal for fans of traditional Asian flavors, and another richer and denser, suited to Western tastes.","4 egg yolks (room temperature)
30 g caster sugar
40 g coconut oil (or corn oil/cooking oil)
110 g coconut milk (full-fat)
80 g low-gluten flour (or all-purpose flour/self-raising flour) (skip baking powder if using self-raising flour)
30 g cornstarch
½ tsp baking powder
6 pandan leaves (green part only)
¼ tsp pandan extract (optional, or use pandan leaves only)
¼ tsp salt
4 egg yolks (room temperature)
10 g caster sugar
35 g coconut oil (or corn oil/cooking oil)
50 g coconut milk (full-fat)
55 g low-gluten flour (or all-purpose flour)
5 g cornstarch
4 pandan leaves (green part only)
¼ tsp pandan extract (optional, or use pandan leaves only)
¼ tsp salt
4 egg whites (room temperature)
60 g caster sugar
½ tsp lime/lemon juice or white vinegar (or ¼ tsp cream of tartar)",https://savourthepho.com/pandan-chiffon-cake/
Vietnamese Pickled Carrots & Daikon (Radish): Đồ Chua,"Đồ Chua (Vietnamese Pickled Carrot & Daikon)– a beloved side for Vietnamese dishes. Here’s an easy, flavor-packed way to make it with a simple ingredient ratio.","1 daikon (≈300 g / 0.66 lb)
1 lbs carrot (≈320 g / 0.70 lb)
2 tsp salt
4 tbsp rice vinegar (5%)
2 tbsp sugar
1.5 cup water (375ml)
1.5 cup sugar (375ml)
1.5 cup rice vinegar (5%) (375ml)",https://savourthepho.com/vietnamese-do-chua-pickled-carrot-and-daikon/
Vietnamese Banana Bread Pudding Cake (Bánh Chuối Nướng),"Bánh Chuối Nướng (Vietnamese Banana Cake)is a delicious traditional dessert from Vietnam. It's simple to make, almost fail-proof, and a perfect way to repurpose leftover bread.","1.3 lb ripe Thai bananas (peeled) (590g)
2 tbsp granulated sugar
2 tbsp rice wine (or rum liquor)
½ tsp salt
2 tbsp melted butter
5 oz bread (sandwich, baguette…) (130g or 4-5 sandwich slices)
1 egg
1 small can coconut milk (5.6oz/165ml)
1 cup whipping cream (or milk) (250ml)
1 tsp vanilla extract
2 tbsp granulated sugar (30g)
1 tbsp melted butter (15g)
2 tbsp vanilla instant pudding (or all purpose flour, rice flour, cornstarch, tapioca starch…)",https://savourthepho.com/banh-chuoi-nuong-vietnamese-banana-cake/
Chikoo Shake – Sapota Milkshake (Vietnamese-Style),"ThisChikoo Shake (Sapota Milkshake)is a perfect summer drink—refreshing, wholesome, and delicious. It's easy to make, and adding a Vietnamese twist will take its flavor to the next level.","2 chikoo fruits (sapota, sapodilla)
½ tbsp sweetened condensed milk (optional)
3 tbsp milk
1 tsp Instant Coffee",https://savourthepho.com/chikoo-shake/
Authentic Dipping Sauce for Bun Cha (Hanoi-style),"If you've had Bún Chả or Nem Rán (Fried Spring Rolls) in Hanoi, you'd likely recall the bowl of dipping sauce filled with appealing, thinly sliced carrots and kohlrabi. Thisdelightful dipping sauceis also a staple accompaniment for many signature Hanoi dishes.","0.4 pound kohlrabi (200g or 1 bulb)
0.2 pound medium-sized carrots (100g)
1 tsp salt (for the pickle)
2 tbsp sugar (for the pickle)
2 tbsp vinegar (for the pickle)
2 tbsp fish sauce
10 tbsp water
1½ tbsp vinegar
2 tbsp sugar
minced garlic (to your taste)
minced chili (to your taste)
black pepper powder (to your taste)",https://savourthepho.com/bun-cha-dipping-sauce/
Canh Bún (Vietnamese Crab Noodle Soup with Water Spinach),"Canh Búnis a humble, rustic Vietnamese noodle soup with crab and water spinach. It's beloved throughout Vietnam from the North to the South. Luckily, cooking Canh Bún at home is a breeze.","1 pound pork ribs (450g)
⅛ cup dried shrimps (30g)
1 bulb onion
1 stalk lemongrass (optional)
1 tbsp salt (to your taste)
1 tbsp rock sugar (15g) (granulated sugar is ok)
1 tbsp chicken powder (to your taste)
3 tbsp fish sauce (to your taste)
8.5 cup water (2 litesr)
3 tomatoes (cut into wedges)
1 bulb shallot (thinly sliced)
1 tbsp paprika powder
3 tbsp cooking oil
Fried tofu
1 pound ground pork (450g)
⅛ cup dried shrimps (30g)
4.4 oz crab meat (125g) (optional)
4 tbsp canned crab paste (Bún Riêu Cua seasoning)
1-3 eggs
fish sauce (to your taste)
sugar (to your taste)
1 package Bún Bò Huế Thick Rice Noodles
1 bunch Water Spinach (Ong Choy)
Mắm Tôm (fermented shrimp paste)
Tamarind sauce (optional)
Lime/Lemon (cut into wedges)
Green onion
Cilantro",https://savourthepho.com/canh-bun/
Bánh Da Lợn: Vietnamese Steamed Pandan Cake (Soft for Days),"Bánh Da Lợn—a fragrant steamed layer cake made with pandan and mung bean—is a beloved Vietnamese dessert, especially in the Mekong Delta (Miền Tây). With its vibrant layers and chewy texture, it's not only visually stunning but also easy to make and naturally gluten-free!","70 g mung beans (peeled, split) ¼ cup
280 g water 1 ⅙ cups
280 g full-fat coconut milk 1 ⅙ cups
70 g granulated sugar ⅓ cup
85 g tapioca starch ½ cup + 1 tbsp
15 g all-purpose flour (or rice flour for a gluten-free option) 2 tbsp
1 pinch salt
1 pinch turmeric powder
180 g pandan juice ¾ cup (Blend 10–12 pandan leaves with 250g (1 cup) water , strain, and extract the required amount of juice.)
¼ tsp pandan extract
125 g water ½ cup
70 g full-fat coconut milk ¼ cup
70 g granulated sugar ⅓ cup
160 g tapioca starch ⅔ cup
15 g all-purpose flour (or rice flour for a gluten-free option) 2 tbsp",https://savourthepho.com/banh-da-lon-recipe/
Easy Vietnamese Steamed Banana Cake (Bánh Chuối Hấp),"Bánh Chuối Hấpis a cherished Vietnamese dessert, especially loved in the lively Mekong Delta of Southern Vietnam (Miền Tây). This steamed banana cake is wonderfully soft, chewy, and fragrant, bursting with tropical flavors in every bite.","1.1 pound bananas (peeled) (500g)
2 tbsp granulated sugar (25g)
¾ cup tapioca starch (90g)
1 tbsp all-purpose flour (10g)
½ tsp salt
½ tsp turmeric powder
¼ cup boiling water (60ml)
1 tbsp cooking oil
1 small can coconut milk (full fat) (160ml/5.4 fl oz)
1 tbsp granulated sugar
¼ tsp salt
1 tbsp tapioca starch/cornstarch (for the slurry)
1 tbsp water (for the slurry)
Pandan leaves (optional)
Crushed roasted peanuts (or toasted sesame seeds)",https://savourthepho.com/banh-chuoi-hap/
Mắm Tôm | Vietnamese Shrimp Paste (Authentic Way),"Mắm Tômis a potent condiment in Vietnamese cuisine. Similar Blue Cheese or Durian, it's not for the faint of heart, but once you acquire a taste for it, you might become hooked.","1 tbsp Mắm Tôm (Vietnamese Fermented Shrimp Paste)
1 tbsp sugar (to your taste)
2 calamansi (Only juice)
¼ tsp MSG (Optional)
1 tbsp sliced shallots
1 tbsp cooking oil
Chili (sliced) (to your taste)",https://savourthepho.com/vietnamese-mam-tom/
Phở Áp Chảo – Crispy Pan-Fried Noodles with Beef (30 mins),"Phở Áp Chảo (Or Phở Xào Giòn)is an inventive Hanoian twist on Pho. Easy and delicious with full of textures, it features a platter of crispy fried Pho noodles with delectable stir-fried beef and veggies.","1 lb fresh flat pho noodles (500g) (read note 1 for about dry noodles)
½ tbsp chicken powder
2 egg yolks (or 1 egg)
3 tbsp cornstarch
Cooking oil
⅔ lb sliced beef (300g) (top round steak, flank steak, sirloin, strip, or rib-eye cuts)
1 tbsp minced garlic
1½ tbsp soy sauce (to your taste)
1 tbsp oyster sauce (to your taste)
½ tbsp sugar (to your taste)
½ tbsp cornstarch
1 tbsp cooking oil
2 cup mung bean sprouts (200g)
1 tomato (cut into wedges)
1 onion (cut into wedges)
3½ oz carrot (100g) (julienned)
6 oz green bean (170g, 6-7 green beans) (trimmed and chopped into 1-inch / 3 cm long pieces)
1 handful cilantro (chopped)
2 sprigs scallion (chopped)
1 pinch salt (to your taste)
Chicken powder (to your taste)
1 tbsp cornstarch
2 tbsp water (to mix with cornstarch)
¼ cup water (60ml)
Hanoi-style dipping fish sauce
Nước Chấm (dipping fish sauce)
Soy sauce",https://savourthepho.com/pho-xao-gion-pho-pizza/
Simple Vietnamese Pumpkin Soup (Canh Bí Đỏ),"Canh Bí Đỏ(Vietnamese Pumpkin Soup) is a cherished and simple dish in everyday Vietnamese cuisine. This comforting soup combines tender pumpkin with minced pork or shrimp, creating a light, wholesome, and nourishing meal.","0.9 lb pumpkin or squash (400g) (peeled, deseeded)
0.45 lb ground pork or minced shrimp (200g)
½ tbsp minced shallots (or white part of scallions)
1 tsp cooking oil
4 cup water (1 liter)
½ tbsp chicken bouillon powder (adjust to taste)
½ tsp salt (adjust to taste)
¼ tsp MSG (optional)
Fresh herbs (rice paddy herbs, scallions, or cilantro) (finely chopped)",https://savourthepho.com/canh-bi-do/
Thịt Kho Trứng (Vietnamese Braised Pork Belly & Eggs),"Thịt Kho Trứngis a beloved Vietnamese comfort food featuring tender braised pork belly and eggs. A staple on family tables nationwide, each region adds its own special flair to this dish. The version from Miền Tây (the Mekong Delta) is especially iconic, celebrated for its use of coconut water, which lends a natural sweetness to the dish's rich, savory profile.","2 pound pork belly (cut into 5 cm or 2-inch chunks)
4 duck eggs (or substitute with 4 chicken eggs or 10 quail eggs)
3 cup coconut water (or 3 cups water + 2 tablespoons sugar)
2 cup water
2 tbsp sugar
2 shallots
2 cloves garlic
1 Thai red chili (or substitute with goat horn chili or jalapeño)
¼ cup fish sauce
½ tbsp chicken bouillon powder
½ lime or lemon
Cooking oil",https://savourthepho.com/vietnamese-braised-pork-belly-eggs/
Vietnamese Pizza – Bánh Tráng Nướng (10 minutes),"Bánh Tráng Nướng– a crispy, savory Vietnamese street food, perfect for any occasion. Enjoy it authentic or customize with favorite toppings for a delicious treat.","1 rice paper
½ tbsp butter
1 wedge Laughing Cow cheese
1 egg
½ tsp Ớt Sa Tế (Vietnamese lemongrass chili oil) (optional)
Pork Floss
Dried Shrimps
Shredded Vietnamese Beef Jerky
Sausages
Mayonaise
Sriracha chili sauce",https://savourthepho.com/banh-trang-nuong-vietnamese-pizza-recipe/
"Vietnamese Coconut Coffee (No Blender, Easy)","ThisVietnamese Coconut Coffee(Cà Phê Dừa) is another delicious variation of coconut coffee in Vietnam. While the more popular slushy version requires a high-speed blender, this simpler version is just as tasty and easier to make.","2 tbsp sweetened condensed milk
3 tbsp coconut milk
⅓ cup milk (60ml)
2 shot Vietnamese coffee
Ice cubes",https://savourthepho.com/vietnamese-coconut-coffee/
Nước Chấm (Vietnamese Fish Sauce): Tips & Regional Touches,"Vietnamese dipping fish sauce (nước mắm chấm)is a classic condiment, perfect for enhancing Vietnamese dishes. Easy to make with simple ingredients, it refrigerates well for two months.","½ US cup high-quality fish sauce (120ml) (adjust to taste)
½ US cup sugar (120ml) (adjust to taste)
1½ US cup water (240ml) (adjust to taste)
2 tbsp Vinegar (5%) / Lime juice (adjust to taste)
1 clove Garlic
1 Thai Chili",https://savourthepho.com/ultimate-vietnamese-dipping-fish-sauce-recipe/
Vietnamese Avocado Smoothie (Sinh Tố Bơ),"Sinh Tố Bơ (Vietnamese Avocado Smoothie)is indulgently creamy, rich, and refreshing, making it the perfect beverage for summertime. Give this recipe a try to discover a delightful new way to enjoy avocados.","2 Hass avocados (ripe)
2½ tbsp condensed milk (to your taste)
½ cup fresh milk (120ml)
4 ice cubes",https://savourthepho.com/vietnamese-avocado-smoothie/
Authentic Bún Bò Huế (Spicy Beef Noodle Soup from Huế),"Bún Bò Huếis a spicy beef noodle soup from Hue, Vietnam, known for its bold and complex flavors. This authentic recipe, paired with local tips from a native Vietnamese kitchen, will guide you to perfecting this iconic dish!","2 pound beef shank (about 1 kg)
1 pound beef ribs (about ½ kg)
1 pork knuckle (about 1.7 pound/0.8 kg)
Blood pudding (optional)
1 thumb-sized piece ginger (sliced) (for parboiling the meat)
1 tbsp salt (for parboiling the meat)
3 stalks lemongrass (bruised) (for the marinade)
3 shallots (sliced) (for the marinade)
1 tbsp Hue Shrimp Paste (mắm ruốc Huế) (for the marinade)
2 tbsp fish sauce (for the marinade)
6 stalks lemongrass (bruised)
1 thumb-sized piece ginger (sliced)
1 bulb onion
¼ pineapple (peeled)
2 tbsp shrimp paste
1 cup water (240ml) (for dissolving the shrimp paste)
3 tbsp fish sauce (adjust to your taste)
1 tbsp chicken powder (adjust to your taste)
½ tbsp salt (adjust to your taste)
1 tbsp minced shallot
3 tbsp minced lemongrass
2 tbsp cooking oil
2 tbsp annatto oil (or 1 tbsp paprika powder)
1 tbsp fish sauce
½ tbsp granulated sugar
½ bulb onion
1 pound Lettuce / water spinach / red cabbage / banana blossom (about 450g)
½ pound Mung bean sprouts (about 250g)
Herbs (Vietnamese coriander, perilla leaves, and Thai basil)
1 package ""Bún"" rice noodles",https://savourthepho.com/bun-bo-hue/
Easy Vietnamese Fried Fish – Cá Chiên,"Cá Chiên, or Vietnamese Fried Fish, is a classic comfort dish with a crispy golden crust and tender, juicy flesh. This version comes with a Nha Trang twist—Nước Mắm Ngò, a zesty cilantro fish sauce that adds a fresh, herby kick to every bite.","⅔ pound red tilapia fillets (catfish, salmon…) (300g)
Salt (to taste)
Ground black pepper (to taste)
1 tbsp Cornstarch (Tapioca starch/Potato starch)
Cooking oil
1 handful fresh cilantro
1 tbsp fish sauce (to taste)
1 tbsp sugar (to taste)
1 big clove garlic
Chili peppers (to taste)",https://savourthepho.com/vietnamese-fried-fish/
Vietnamese Sweet & Sour Pork Ribs (Sườn Xào Chua Ngọt),"Sườn Xào Chua Ngọt (Sweet & Sour Pork Ribs)is a Vietnamese classic that’s sure to tempt any rice lover. Tender pork ribs are enveloped in a sticky, tangy-sweet glaze that practically demands to be enjoyed with a generous side of hot, fluffy rice.","1 pound pork ribs (spare ribs, baby ribs) (450g)
3 slices ginger (shallots/scallions) (for parboiling)
1 tbsp fish sauce (for the marinade)
2 tbsp cornstarch (tapioca starch/potato starch) (for the marinade)
1 tbsp minced shallots
1 tbsp garlic
Cooking oil
2 tbsp fish sauce (to your taste)
1 tbsp rice vinegar (5%) (to your taste)
1 tbsp granulated sugar (to your taste)
2 tbsp ketchup (optional)
½ cup Water (125ml)",https://savourthepho.com/vietnamese-sweet-sour-pork-ribs/
Bắp Xào – Vietnamese Sautéed Corn with Dried Shrimps,"Bắp Xàois a popular street food in Southern Vietnam. Each bite is a delicious combination of sweet corn, savory dried shrimps, and buttery richness, leaving a satisfying taste for anyone.","1 can corn (drained)
1 sprig scallion (the white and green parts separated, finely chopped)
1 tbsp cooking oil
1 tbsp butter
Fish sauce (to your taste)",https://savourthepho.com/bap-xao-recipe/
Saigon-Style Peanut Sauce for Vietnamese Spring Rolls,"MyPeanut Sauceis a creamy, savory, and delightful dip. Just mix over low heat, and your delectable dipping sauce is ready to elevate your Vietnamese spring rolls.","3 tbsp Hoisin sauce
1 tbsp Peanut butter
3 tbsp Coconut milk
3 tbsp Water
½ tbsp Soy sauce (adjust to taste)
¼ tsp Rice vinegar (adjust to taste)
1 tbsp Minced garlic
1 tbsp Cooking oil
½ tbsp Vietnamese chilli oil (adjust to taste)
3 tbsp Hoisin sauce
½ tbsp Peanut butter
4 tbsp Water
½ tbsp Soy Sauce (adjust to taste)
¼ tsp Rice vinegar (adjust to taste)
½ tsp Garlic powder",https://savourthepho.com/ultimate-hoisin-peanut-sauce/
Chả Lụa/Giò Lụa (Vietnamese Pork Roll/Vietnamese Ham),"Chả Lụais a beloved local sausage in Vietnamese cuisine, featuring in various dishes from the North to the South. It is the pork paste wrapped in banana leaves, shaped into a sizable log, and then steamed or boiled until fully cooked.","0.9 pound pork loin (400g)
0.2 pound chicken breast / chicken tender (100g) (you can use pork)
1 tbsp Red Boat fish sauce
1½ tsp chicken powder
2 tsp sugar
1 tbsp potato starch (or tapioca starch, cornstarch)
3 tbsp cooking oil
1 tsp baking powder (read my note at the end)
5 tbsp water
½ tbsp garlic powder (or onion powder)
½ tbsp peppercorns (to your taste)
Banana leaves
Aluminum foil",https://savourthepho.com/cha-lua-recipe/
Banana Waffles Recipe (Vietnamese Style),"ThisVietnamese banana wafflerecipe is a refreshing way to use your ripe bananas. With a crispy exterior and a chewy interior, these waffles provide a delightful contrast in texture that everyone will crave.","3 medium-sized ripe banana
2½ cup tapioca starch (300g)
½ cup rice flour (75g)
½ cup all-purpose flour (75g)
¾ cup sugar (150g)
1½ tsp baking powder
¼ tsp salt
3 eggs (size L)
1 can coconut cream (14oz/400ml)
1 tbsp vegetable oil
1 tsp vanilla extract",https://savourthepho.com/vietnamese-banana-waffles/
Vietnamese Green Chili Sauce for Seafood (Muối Ớt Xanh),"Vietnamese Green Chili Sauce for Seafood (Muối Ớt Xanh)is a cherished dipping sauce from my hometown, Nha Trang. With a delicate balance of sweetness and tanginess, complemented by the aromatic essence of lime leaves, this sauce serves as a refreshing accompaniment to seafood.","¾ cup granulated sugar (150g). If you would like to add condensed milk, substitute it with ⅜ cup of sugar (75g) + ¼ cup of condensed milk (80g).
⅓ cup fine salt (50g) (to your taste)
1 tsp MSG (optional but highly recommend)
1 lime leaf
⅔ cup lime juice (160ml) (to your taste)
½ oz Thai green chilies (7g) (to your taste)
2½ oz Korean green chilies (35g) (green peppers, jalapeno…) (to your taste)",https://savourthepho.com/vietnamese-green-chili-sauce/
